strain_name,sample_count,Percentage
B.1.1.136,37,0.000887410191690195
B.1.168,37,0.000887410191690195
B.1.1.429,37,0.000887410191690195
B.1.160.27,36,0.0008634261324553248
B.1.441,36,0.0008634261324553248
B.1.559,36,0.0008634261324553248
AY.21,36,0.0008634261324553248
AA.3,36,0.0008634261324553248
B.1.1.5,36,0.0008634261324553248
B.1.1.93,36,0.0008634261324553248
B.1.173,36,0.0008634261324553248
B.1.505,36,0.0008634261324553248
AY.4.2.4,35,0.0008394420732204548
B.1.1.344,35,0.0008394420732204548
B.1.329,35,0.0008394420732204548
B.1.97,35,0.0008394420732204548
AY.5.2,35,0.0008394420732204548
B.43,35,0.0008394420732204548
B.1.1.360,35,0.0008394420732204548
B.1.552,35,0.0008394420732204548
B.1.1.371,35,0.0008394420732204548
AY.33.1,34,0.0008154580139855846
B.1.274,34,0.0008154580139855846
B.47,34,0.0008154580139855846
B.1.1.379,34,0.0008154580139855846
B.20,34,0.0008154580139855846
B.1.501,34,0.0008154580139855846
B.1.287,33,0.0007914739547507145
B.1.9.1,33,0.0007914739547507145
N.8,33,0.0007914739547507145
AY.29.2,33,0.0007914739547507145
B.1.267,33,0.0007914739547507145
B.1.1.97,33,0.0007914739547507145
B.1.1.218,33,0.0007914739547507145
B.1.96,33,0.0007914739547507145
B.1.258.2,33,0.0007914739547507145
AY.120.2,32,0.0007674898955158444
A.4,32,0.0007674898955158444
AY.25.1.1,32,0.0007674898955158444
B.1.1.139,32,0.0007674898955158444
B.1.81,32,0.0007674898955158444
B.1.1.107,32,0.0007674898955158444
B.1.247,32,0.0007674898955158444
B.1.254,32,0.0007674898955158444
B.1.1.482,32,0.0007674898955158444
B.1.1.229,31,0.0007435058362809741
B.1.1.111,31,0.0007435058362809741
B.1.177.31,31,0.0007435058362809741
B.1.445,31,0.0007435058362809741
B.1.1.467,31,0.0007435058362809741
B.1.248,31,0.0007435058362809741
B.4.4,31,0.0007435058362809741
AY.31,31,0.0007435058362809741
B.1.177.72,30,0.0007195217770461041
B.1.38,30,0.0007195217770461041
B.1.508,30,0.0007195217770461041
B.1.1.92,29,0.0006955377178112339
B.1.188,29,0.0006955377178112339
AE.6,29,0.0006955377178112339
B.1.302,29,0.0006955377178112339
B.1.240.2,29,0.0006955377178112339
B.1.328,29,0.0006955377178112339
B.1.1.120,29,0.0006955377178112339
B.1.281,29,0.0006955377178112339
B.1.1.480,29,0.0006955377178112339
B.1.428.1,29,0.0006955377178112339
B.1.1.380,29,0.0006955377178112339
B.1.1.166,29,0.0006955377178112339
B.1.1.239,29,0.0006955377178112339
B.1.231,29,0.0006955377178112339
B.32,28,0.0006715536585763638
B.1.1.514,28,0.0006715536585763638
B.1.1.48,28,0.0006715536585763638
B.1.159,28,0.0006715536585763638
B.1.1.507,28,0.0006715536585763638
B.1.415,28,0.0006715536585763638
B.1.378,28,0.0006715536585763638
AY.42.1,28,0.0006715536585763638
N.9,27,0.0006475695993414937
B.1.258.24,27,0.0006475695993414937
AY.59,27,0.0006475695993414937
B.1.498,27,0.0006475695993414937
B.1.160.19,27,0.0006475695993414937
B.1.493,27,0.0006475695993414937
B.1.1.395,27,0.0006475695993414937
AY.75.2,27,0.0006475695993414937
B.1.187,27,0.0006475695993414937
C.18,27,0.0006475695993414937
B.1.131,26,0.0006235855401066236
B.1.407,26,0.0006235855401066236
B.1.1.144,26,0.0006235855401066236
B.1.245,26,0.0006235855401066236
B.30,26,0.0006235855401066236
B.1.479,26,0.0006235855401066236
B.1.143,26,0.0006235855401066236
B.1.1.403,26,0.0006235855401066236
B.1.1.162,26,0.0006235855401066236
B.1.1.197,26,0.0006235855401066236
B.1.1.86,26,0.0006235855401066236
B.1.1.302,26,0.0006235855401066236
B.1.442,25,0.0005996014808717534
B.1.578,25,0.0005996014808717534
B.1.497,25,0.0005996014808717534
B.1.494,25,0.0005996014808717534
B.1.9.5,25,0.0005996014808717534
AY.5.1,25,0.0005996014808717534
B.1.555,25,0.0005996014808717534
AY.69,25,0.0005996014808717534
B.1.335,25,0.0005996014808717534
B.1.1.382,25,0.0005996014808717534
B.1.431,25,0.0005996014808717534
B.1.1.82,25,0.0005996014808717534
B.1.496,25,0.0005996014808717534
B.1.304,25,0.0005996014808717534
AY.104,25,0.0005996014808717534
B.1.468,25,0.0005996014808717534
B.1.572,24,0.0005756174216368832
B.1.1.109,24,0.0005756174216368832
B.1.106,24,0.0005756174216368832
B.1.1.119,24,0.0005756174216368832
B.1.70,24,0.0005756174216368832
B.1.1.177,24,0.0005756174216368832
B.1.1.445,24,0.0005756174216368832
AY.82,24,0.0005756174216368832
B.1.1.437,24,0.0005756174216368832
B.1.1.282,23,0.0005516333624020132
B.1.77,23,0.0005516333624020132
B.1.420,23,0.0005516333624020132
B.1.606,23,0.0005516333624020132
AF.1,23,0.0005516333624020132
AY.39.3,23,0.0005516333624020132
B.1.1.254,23,0.0005516333624020132
B.1.1.181,23,0.0005516333624020132
B.1.318,22,0.0005276493031671429
B.1.1.178,22,0.0005276493031671429
AN.1,22,0.0005276493031671429
B.1.590,21,0.0005036652439322729
B.1.438.3,21,0.0005036652439322729
B.1.1.203,21,0.0005036652439322729
B.1.1.226,21,0.0005036652439322729
B.18,21,0.0005036652439322729
B.1.359,21,0.0005036652439322729
G.1,21,0.0005036652439322729
B.1.596.1,21,0.0005036652439322729
B.1.181,21,0.0005036652439322729
B.13,21,0.0005036652439322729
B.1.160.25,21,0.0005036652439322729
C.14,20,0.00047968118469740275
B.1.36.22,20,0.00047968118469740275
AY.122.5,20,0.00047968118469740275
N.7,20,0.00047968118469740275
B.1.1.38,20,0.00047968118469740275
B.1.1.154,20,0.00047968118469740275
B.1.566,20,0.00047968118469740275
B.1.467,20,0.00047968118469740275
B.1.1.98,20,0.00047968118469740275
B.1.1.77,20,0.00047968118469740275
B.1.1.210,20,0.00047968118469740275
B.1.67,19,0.00045569712546253264
B.1.1.352,19,0.00045569712546253264
B.1.1.190,19,0.00045569712546253264
A.23,19,0.00045569712546253264
B.1.499,19,0.00045569712546253264
B.1.1.383,19,0.00045569712546253264
A.26,19,0.00045569712546253264
N.2,19,0.00045569712546253264
B.1.450,19,0.00045569712546253264
B.1.1.46,19,0.00045569712546253264
B.1.438.1,19,0.00045569712546253264
B.12,19,0.00045569712546253264
B.1.362,19,0.00045569712546253264
B.1.333,19,0.00045569712546253264
B.51,19,0.00045569712546253264
B.1.1.145,19,0.00045569712546253264
B.1.595.3,18,0.0004317130662276624
B.1.1.209,18,0.0004317130662276624
B.1.233,18,0.0004317130662276624
B.1.1.243,18,0.0004317130662276624
B.1.1.114,18,0.0004317130662276624
B.1.428,18,0.0004317130662276624
B.1.1.361,18,0.0004317130662276624
B.1.1.258,18,0.0004317130662276624
B.1.607,18,0.0004317130662276624
B.1.321,18,0.0004317130662276624
N.6,18,0.0004317130662276624
B.1.462,17,0.0004077290069927923
B.19,17,0.0004077290069927923
B.1.1.268,17,0.0004077290069927923
B.1.557,17,0.0004077290069927923
B.1.36.38,17,0.0004077290069927923
B.4.7,17,0.0004077290069927923
B.1.39,17,0.0004077290069927923
B.1.334,17,0.0004077290069927923
B.1.1.13,17,0.0004077290069927923
B.1.1.441,17,0.0004077290069927923
B.1.341,17,0.0004077290069927923
B.1.1.485,16,0.0003837449477579222
B.1.1.426,16,0.0003837449477579222
B.1.1.116,16,0.0003837449477579222
B.1.177.50,16,0.0003837449477579222
B.1.310,16,0.0003837449477579222
B.1.116,16,0.0003837449477579222
B.1.179,16,0.0003837449477579222
B.1.177.35,16,0.0003837449477579222
B.6.6,16,0.0003837449477579222
L.4,16,0.0003837449477579222
AE.7,15,0.00035976088852305205
B.1.276,15,0.00035976088852305205
C.4,15,0.00035976088852305205
B.1.491,15,0.00035976088852305205
AE.4,15,0.00035976088852305205
B.1.362.1,15,0.00035976088852305205
B.1.1.463,15,0.00035976088852305205
B.1.1.118,15,0.00035976088852305205
C.26,15,0.00035976088852305205
B.1.571,15,0.00035976088852305205
B.1.214.3,15,0.00035976088852305205
B.1.36.18,15,0.00035976088852305205
B.1.589,15,0.00035976088852305205
B.1.1.440,14,0.0003357768292881819
B.1.581,14,0.0003357768292881819
B.1.198,14,0.0003357768292881819
AE.2,14,0.0003357768292881819
AY.43.5,14,0.0003357768292881819
B.1.393,14,0.0003357768292881819
B.1.1.518,14,0.0003357768292881819
B.1.595.2,14,0.0003357768292881819
C.28,14,0.0003357768292881819
A.25,14,0.0003357768292881819
B.1.170,14,0.0003357768292881819
AY.25.1.2,14,0.0003357768292881819
B.1.160.13,14,0.0003357768292881819
B.1.277,14,0.0003357768292881819
B.1.1.355,13,0.0003117927700533118
B.1.504,13,0.0003117927700533118
B.1.1.339,13,0.0003117927700533118
B.1.219,13,0.0003117927700533118
B.1.1.448,13,0.0003117927700533118
B.1.167,13,0.0003117927700533118
L.2,13,0.0003117927700533118
B.1.502,13,0.0003117927700533118
B.1.6,13,0.0003117927700533118
B.1.249,13,0.0003117927700533118
B.1.163,13,0.0003117927700533118
B.1.586,13,0.0003117927700533118
B.1.406,12,0.0002878087108184416
B.1.1.354,12,0.0002878087108184416
B.1.1.148,12,0.0002878087108184416
B.1.1.402,12,0.0002878087108184416
B.1.1.263,12,0.0002878087108184416
B.1.177.12,12,0.0002878087108184416
B.1.178,12,0.0002878087108184416
B.1.1.16,12,0.0002878087108184416
B.1.1.280,12,0.0002878087108184416
B.1.1.356,12,0.0002878087108184416
B.1.1.392,12,0.0002878087108184416
B.1.1.433,12,0.0002878087108184416
D.4,12,0.0002878087108184416
B.1.520,12,0.0002878087108184416
M.2,12,0.0002878087108184416
M.3,12,0.0002878087108184416
B.1.1.249,12,0.0002878087108184416
B.1.1.155,12,0.0002878087108184416
B.1.1.133,12,0.0002878087108184416
B.1.527,11,0.00026382465158357145
B.1.495,11,0.00026382465158357145
B.1.1.159,11,0.00026382465158357145
B.1.1.187,11,0.00026382465158357145
B.1.184,11,0.00026382465158357145
AY.76,11,0.00026382465158357145
C.5,11,0.00026382465158357145
B.1.487,11,0.00026382465158357145
B.1.258.16,11,0.00026382465158357145
C.20,11,0.00026382465158357145
B.1.1.423,11,0.00026382465158357145
AY.93,10,0.00023984059234870137
B.1.466,10,0.00023984059234870137
A.11,10,0.00023984059234870137
C.17,10,0.00023984059234870137
B.1.195,10,0.00023984059234870137
B.1.9.2,10,0.00023984059234870137
B.1.145,10,0.00023984059234870137
B.1.1.367,9,0.0002158565331138312
B.1.500,9,0.0002158565331138312
B.5,9,0.0002158565331138312
B.1.478,9,0.0002158565331138312
B.1.1.500,9,0.0002158565331138312
B.1.1.242,9,0.0002158565331138312
AY.23.1,9,0.0002158565331138312
B.1.211,9,0.0002158565331138312
B.1.1.117,9,0.0002158565331138312
B.1.177.59,8,0.0001918724738789611
B.42,8,0.0001918724738789611
B.1.69,8,0.0001918724738789611
B.1.258.11,8,0.0001918724738789611
B.1.1.458,8,0.0001918724738789611
B.1.1.122,8,0.0001918724738789611
C.1,8,0.0001918724738789611
B.1.177.74,8,0.0001918724738789611
B.1.177.24,8,0.0001918724738789611
B.41,8,0.0001918724738789611
B.1.438,8,0.0001918724738789611
AY.4.12,8,0.0001918724738789611
B.1.1.169,8,0.0001918724738789611
C.36.3,7,0.00016788841464409094
B.1.205,7,0.00016788841464409094
AY.4.17,7,0.00016788841464409094
B.1.350.1,7,0.00016788841464409094
AY.5.6,7,0.00016788841464409094
B.1.1.175,7,0.00016788841464409094
B.1.309,7,0.00016788841464409094
B.1.36.26,7,0.00016788841464409094
B.1.513,7,0.00016788841464409094
B.1.1.370,7,0.00016788841464409094
B.1.1.121,7,0.00016788841464409094
B.1.1.409,7,0.00016788841464409094
B.1.1.484,7,0.00016788841464409094
B.1.1.349,7,0.00016788841464409094
B.1.1.185,6,0.0001439043554092208
B.1.137,6,0.0001439043554092208
B.1.1.275,6,0.0001439043554092208
AH.1,6,0.0001439043554092208
C.2,6,0.0001439043554092208
B.1.351.5,6,0.0001439043554092208
Q.6,6,0.0001439043554092208
B.1.483,6,0.0001439043554092208
B.1.1.398,6,0.0001439043554092208
B.1.510,6,0.0001439043554092208
B.1.1.160,6,0.0001439043554092208
Q.8,6,0.0001439043554092208
B.1.1.54,6,0.0001439043554092208
B.1.1.326,6,0.0001439043554092208
B.1.110.2,6,0.0001439043554092208
B.1.1.75,6,0.0001439043554092208
B.1.164,6,0.0001439043554092208
N.3,6,0.0001439043554092208
B.1.1.101,6,0.0001439043554092208
B.1.1.261,6,0.0001439043554092208
B.1.1.421,6,0.0001439043554092208
L.3,5,0.00011992029617435069
B.1.1.338,5,0.00011992029617435069
B.1.446,5,0.00011992029617435069
B.1.177.39,5,0.00011992029617435069
C.30.1,5,0.00011992029617435069
AY.46.6.1,5,0.00011992029617435069
AY.26.1,5,0.00011992029617435069
B.37,5,0.00011992029617435069
B.1.194,5,0.00011992029617435069
AK.2,5,0.00011992029617435069
B.1.1.359,5,0.00011992029617435069
B.1.1.182,5,0.00011992029617435069
B.1.1.62,5,0.00011992029617435069
A.7,4,9.593623693948055e-05
B.1.177.68,4,9.593623693948055e-05
B.1.1.347,4,9.593623693948055e-05
B.1.470,4,9.593623693948055e-05
A.12,4,9.593623693948055e-05
B.1.161,4,9.593623693948055e-05
B.1.1.373,4,9.593623693948055e-05
B.1.1.230,4,9.593623693948055e-05
Y.1,4,9.593623693948055e-05
B.1.182,4,9.593623693948055e-05
B.1.1.466,4,9.593623693948055e-05
B.1.258.22,4,9.593623693948055e-05
P.1,4,9.593623693948055e-05
AY.19,4,9.593623693948055e-05
B.1.227,4,9.593623693948055e-05
B.1.177.41,4,9.593623693948055e-05
B.1.600,3,7.19521777046104e-05
BA.1,3,7.19521777046104e-05
B.1.177.46,3,7.19521777046104e-05
W.2,3,7.19521777046104e-05
AZ.1,3,7.19521777046104e-05
C.13,3,7.19521777046104e-05
B.1.535,3,7.19521777046104e-05
B.1.1.512,3,7.19521777046104e-05
AG.1,3,7.19521777046104e-05
B.1.343,3,7.19521777046104e-05
B.1.1.335,3,7.19521777046104e-05
AY.4.16,3,7.19521777046104e-05
B.1.208,3,7.19521777046104e-05
B.1.372,3,7.19521777046104e-05
B.1.177.80,3,7.19521777046104e-05
B.1.1.99,3,7.19521777046104e-05
B.1.456,3,7.19521777046104e-05
B.1.564.1,3,7.19521777046104e-05
B.1.1.447,3,7.19521777046104e-05
B.1.432,3,7.19521777046104e-05
B.1.94,3,7.19521777046104e-05
B.1.562,3,7.19521777046104e-05
B.1.422,3,7.19521777046104e-05
B.1.177.76,3,7.19521777046104e-05
C.32,3,7.19521777046104e-05
B.1.1.462,3,7.19521777046104e-05
B.1.177.67,3,7.19521777046104e-05
Q.2,3,7.19521777046104e-05
B.1.36.19,3,7.19521777046104e-05
B.1.1.88,3,7.19521777046104e-05
B.1.221.3,3,7.19521777046104e-05
B.1.212,2,4.7968118469740276e-05
B.1.177.25,2,4.7968118469740276e-05
B.1.540,2,4.7968118469740276e-05
B.1.1.357,2,4.7968118469740276e-05
B.1.424,2,4.7968118469740276e-05
B.1.434,2,4.7968118469740276e-05
B.1.284,2,4.7968118469740276e-05
D.5,2,4.7968118469740276e-05
B.1.354,2,4.7968118469740276e-05
B.1.160.8,2,4.7968118469740276e-05
B.1.1.391,2,4.7968118469740276e-05
B.1.357,2,4.7968118469740276e-05
B.1.1.411,2,4.7968118469740276e-05
AE.1,2,4.7968118469740276e-05
B.1.1.283,2,4.7968118469740276e-05
B.1.110.1,2,4.7968118469740276e-05
B.1.1.334,2,4.7968118469740276e-05
B.1.1.129,2,4.7968118469740276e-05
B.1.36.33,2,4.7968118469740276e-05
B.1.134,2,4.7968118469740276e-05
B.1.548,2,4.7968118469740276e-05
B.1.1.431,2,4.7968118469740276e-05
B.1.1.266,2,4.7968118469740276e-05
B.1.1.298,2,4.7968118469740276e-05
B.1.1.366,2,4.7968118469740276e-05
B.1.263,2,4.7968118469740276e-05
AY.39.1.4,2,4.7968118469740276e-05
AY.125.1,2,4.7968118469740276e-05
B.1.1.513,2,4.7968118469740276e-05
P.1.16,2,4.7968118469740276e-05
AY.39.1.2,2,4.7968118469740276e-05
B.38,2,4.7968118469740276e-05
U.3,2,4.7968118469740276e-05
AY.75.3,2,4.7968118469740276e-05
AD.1,2,4.7968118469740276e-05
B.1.511,2,4.7968118469740276e-05
B.1.1.152,2,4.7968118469740276e-05
AQ.1,2,4.7968118469740276e-05
B.1.177.70,1,2.3984059234870138e-05
B.1.528,1,2.3984059234870138e-05
B.1.160.17,1,2.3984059234870138e-05
B.1.1.157,1,2.3984059234870138e-05
AY.34,1,2.3984059234870138e-05
B.1.1.110,1,2.3984059234870138e-05
AM.2,1,2.3984059234870138e-05
B.1.1.412,1,2.3984059234870138e-05
AE.5,1,2.3984059234870138e-05
B.1.1.325,1,2.3984059234870138e-05
B.1.258.9,1,2.3984059234870138e-05
B.1.258.15,1,2.3984059234870138e-05
B.1.476,1,2.3984059234870138e-05
B.1.36.37,1,2.3984059234870138e-05
AY.112.3,1,2.3984059234870138e-05
B.1.177.14,1,2.3984059234870138e-05
B.1.115,1,2.3984059234870138e-05
B.1.1.449,1,2.3984059234870138e-05
B.1.1.221,1,2.3984059234870138e-05
B.1.1.319,1,2.3984059234870138e-05
B.1.547,1,2.3984059234870138e-05
B.1.1.273,1,2.3984059234870138e-05
B.1.118,1,2.3984059234870138e-05
S.1,1,2.3984059234870138e-05
C.33,1,2.3984059234870138e-05
B.1.177.64,1,2.3984059234870138e-05
B.1.1.410,1,2.3984059234870138e-05
AW.1,1,2.3984059234870138e-05
B.1.459,1,2.3984059234870138e-05
B.1.180,1,2.3984059234870138e-05
B.6.3,1,2.3984059234870138e-05
B.1.1.393,1,2.3984059234870138e-05
B.1.1.336,1,2.3984059234870138e-05
B.1.177.49,1,2.3984059234870138e-05
B.1.1.90,1,2.3984059234870138e-05
B.1.177.61,1,2.3984059234870138e-05
B.1.177.40,1,2.3984059234870138e-05
B.1.342,1,2.3984059234870138e-05
B.4.1,1,2.3984059234870138e-05
B.1.36.36,1,2.3984059234870138e-05
B.1.1.342,1,2.3984059234870138e-05
B.1.177.42,1,2.3984059234870138e-05
B.1.1.404,1,2.3984059234870138e-05
B.1.177.38,1,2.3984059234870138e-05
B.53,1,2.3984059234870138e-05
B.1.1.381,1,2.3984059234870138e-05
B.1.482,1,2.3984059234870138e-05
B.1.169,1,2.3984059234870138e-05
B.1.1.27,1,2.3984059234870138e-05
B.36,1,2.3984059234870138e-05
C.25,1,2.3984059234870138e-05
B.1.1.353,1,2.3984059234870138e-05
B.1.1.407,1,2.3984059234870138e-05
B.1.1.506,1,2.3984059234870138e-05
B.4.6,1,2.3984059234870138e-05
